method,test_index,original_score,target_threshold,status,cf_score,reason,message,cf_array_file,meta_donor_idx,meta_alpha,meta_donor_distance,meta_score_before,meta_score_after,meta_strict_donor_threshold,meta_shortlist_size,meta_n_attempts,meta_constraint_violation,meta_constraint_breakdown,meta_runtime_ms,meta_changed_features,meta_changed_timesteps,meta_top_changed_features,meta_top_changed_timesteps,meta_edit_mask,meta_delta_l1,meta_delta_l2,meta_segment_start,meta_segment_end,meta_context_start,meta_context_end,meta_segment_distance,meta_smoothing_used,meta_n_segments_considered,meta_n_candidates_evaluated,meta_motif_length,meta_chosen_motif_source,meta_shape_distance,meta_boundary_penalty,meta_motif_rank_score,meta_affine_a,meta_affine_b,meta_pareto_size,meta_best_objectives,meta_best_objective_names,meta_top_solutions,meta_generations,meta_population_size,meta_warning,meta_threshold,meta_valid,meta_mutation_sigma,meta_structured_mutation_weight,meta_use_plausibility_objective,meta_history_best_validity,meta_history_best_proximity,meta_random_seed
motif,21274,5.750430583953857,2.240555763244629,success,1.7096120549545593,N/A,N/A,cf_motif_window_21274.npy,,,,5.7504291445429985,1.7096120549545593,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",565.4876939952374,"[2, 5, 0, 3, 4, 1]","[19, 18, 17, 21, 20, 0, 2, 1, 8, 9, 10, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 16, 22, 23]","[{'feature': 2, 'abs_delta_sum': 69.92427086512022}, {'feature': 5, 'abs_delta_sum': 21.430339605758597}, {'feature': 0, 'abs_delta_sum': 19.925993624427257}]","[{'timestep': 19, 'abs_delta_sum': 42.7332406890434}, {'timestep': 18, 'abs_delta_sum': 31.984603660817317}, {'timestep': 17, 'abs_delta_sum': 27.468520050768532}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]]",132.79961068447577,43.01554487500311,17.0,21.0,,,,,5.0,25.0,5.0,"{'donor_idx': 66, 'segment_start': 7, 'segment_end': 11}",3.4928981122980414,19.401157170858937,7.373129546469829,-0.47426041938627095,3.2284491531037363,,,,,,,,,,,,,,,
genetic,21274,5.750430583953857,2.240555763244629,success,1.181194210920635,N/A,N/A,cf_genetic_window_21274.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7387.722708284855,"[2, 1, 3, 0, 5, 4]","[19, 17, 16, 18, 21, 22, 23, 20, 15, 1, 2, 3, 0, 11, 4, 12, 5, 13, 10, 6, 14, 8, 9, 7]","[{'feature': 2, 'abs_delta_sum': 45.272731767264304}, {'feature': 1, 'abs_delta_sum': 16.316140885506087}, {'feature': 3, 'abs_delta_sum': 13.279071600326315}]","[{'timestep': 19, 'abs_delta_sum': 14.710295993392876}, {'timestep': 17, 'abs_delta_sum': 7.633499173014306}, {'timestep': 16, 'abs_delta_sum': 7.213921458481447}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",110.82679552868382,18.88386807668163,,,,,,,,,,,,,,,,50.0,"[1.181194210920635, 356.60047353751554, 1.0, 2.2302997261082735]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.181194210920635, 'proximity': 356.60047353751554, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.042907958206543, 'proximity': 376.58554068055344, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.0791878080927868, 'proximity': 378.6517614172684, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 0.9645100809839336, 'proximity': 380.8649887658681, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.1479271140701304, 'proximity': 386.8018944295592, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.22072274473690354, 0.22072274473690354, 0.22072274473690354, 0.214056824658773, 0.2136751102802765, 0.20629670051365845, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867, 0.19952630562830867]","[828.0617968141916, 828.0617968141916, 828.0617968141916, 827.3315611137305, 833.189074356475, 817.2010486566185, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412, 817.374735128412]",42.0
nearest,21275,5.790722370147705,2.240555763244629,success,0.8840894015832267,N/A,N/A,cf_nearest_window_21275.npy,88.0,1.0,2.172988347183757,5.790722013481804,0.8840894015832267,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",230.65730929374695,"[2, 5, 1, 3, 0, 4]","[18, 17, 16, 0, 15, 11, 19, 14, 7, 12, 9, 8, 13, 3, 10, 5, 1, 6, 2, 4, 20, 22, 23, 21]","[{'feature': 2, 'abs_delta_sum': 99.23017698144315}, {'feature': 5, 'abs_delta_sum': 27.38111761699154}, {'feature': 1, 'abs_delta_sum': 25.394152237930275}]","[{'timestep': 18, 'abs_delta_sum': 40.497347844596824}, {'timestep': 17, 'abs_delta_sum': 29.908716491608793}, {'timestep': 16, 'abs_delta_sum': 24.38368301682935}]","[[ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",207.73630206983682,48.366695690785875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,21275,5.790722370147705,2.240555763244629,success,1.2405369980893346,N/A,N/A,cf_segment_window_21275.npy,75.0,,,5.790722013481804,1.2405369980893346,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.84402832388878,"[2, 4, 0, 1, 5, 3]","[18, 16, 17, 19, 20, 0, 2, 1, 8, 9, 10, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 59.065581536573305}, {'feature': 4, 'abs_delta_sum': 2.9610086460861798}, {'feature': 0, 'abs_delta_sum': 2.8082508752207627}]","[{'timestep': 18, 'abs_delta_sum': 30.712189440517744}, {'timestep': 16, 'abs_delta_sum': 17.414042849382973}, {'timestep': 17, 'abs_delta_sum': 15.64857071767244}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",70.46623054415474,34.91923760417332,16.0,20.0,14.0,22.0,23.15660853239517,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,
motif,21275,5.790722370147705,2.240555763244629,success,1.8320958788844244,N/A,N/A,cf_motif_window_21275.npy,,,,5.790722013481804,1.8320958788844244,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",561.9081556797028,"[2, 5, 0, 3, 4, 1]","[18, 17, 16, 20, 19, 0, 2, 1, 8, 9, 10, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 69.92427086512023}, {'feature': 5, 'abs_delta_sum': 21.430339605758597}, {'feature': 0, 'abs_delta_sum': 19.925993624427257}]","[{'timestep': 18, 'abs_delta_sum': 42.7332406890434}, {'timestep': 17, 'abs_delta_sum': 31.984603660817317}, {'timestep': 16, 'abs_delta_sum': 27.468520050768532}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",132.79961068447577,43.01554487500311,16.0,20.0,,,,,5.0,25.0,5.0,"{'donor_idx': 66, 'segment_start': 7, 'segment_end': 11}",3.4928981122980414,19.401157170858937,7.373129546469829,-0.47426041938627095,3.2284491531037363,,,,,,,,,,,,,,,
genetic,21275,5.790722370147705,2.240555763244629,success,1.2585893281317369,N/A,N/A,cf_genetic_window_21275.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7397.786661982536,"[2, 1, 4, 0, 5, 3]","[18, 17, 15, 19, 16, 20, 14, 21, 10, 23, 0, 22, 1, 2, 11, 12, 8, 9, 3, 5, 13, 7, 4, 6]","[{'feature': 2, 'abs_delta_sum': 50.726568045598}, {'feature': 1, 'abs_delta_sum': 16.990430107908427}, {'feature': 4, 'abs_delta_sum': 13.027468432380523}]","[{'timestep': 18, 'abs_delta_sum': 15.387594491231884}, {'timestep': 17, 'abs_delta_sum': 8.456572822752548}, {'timestep': 15, 'abs_delta_sum': 7.955329725278804}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",117.26434775458813,19.490359010783486,,,,,,,,,,,,,,,,50.0,"[1.2585893281317369, 379.874094369229, 1.0, 3.193354279084949]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.2585893281317369, 'proximity': 379.874094369229, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.2610225505818127, 'proximity': 385.4846182677308, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.9119806751276132, 'proximity': 412.18251658412237, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 0.9660156260693228, 'proximity': 422.5369625315125, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.919328481913612, 'proximity': 427.28141333943324, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.41579819047701005, 0.3910158134867925, 0.3910158134867925, 0.3910158134867925, 0.3886428385155467, 0.3886428385155467, 0.3886428385155467, 0.3886428385155467, 0.3886428385155467, 0.3886428385155467, 0.38335152468866346, 0.38335152468866346, 0.38001238112831226, 0.3734345026785812, 0.3732460833369669, 0.3732460833369669, 0.37057215396077736, 0.37057215396077736, 0.37057215396077736, 0.37057215396077736]","[833.8639699413795, 2107.1623323490567, 2107.1623323490567, 2107.1623323490567, 1992.103054725694, 1992.103054725694, 1992.103054725694, 1992.103054725694, 1992.103054725694, 1992.103054725694, 1911.8421472345979, 1911.8421472345979, 1925.7138035984617, 1925.8894420944387, 1927.9314103911588, 1927.9314103911588, 1898.183494243886, 1898.183494243886, 1898.183494243886, 1898.183494243886]",42.0
nearest,21276,5.634313583374023,2.240555763244629,success,0.8840894015832267,N/A,N/A,cf_nearest_window_21276.npy,88.0,1.0,2.0391906339845964,5.634314747906239,0.8840894015832267,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",228.81697863340378,"[2, 5, 3, 1, 4, 0]","[17, 16, 15, 0, 18, 9, 11, 7, 14, 8, 12, 10, 3, 19, 13, 1, 5, 2, 6, 20, 4, 21, 23, 22]","[{'feature': 2, 'abs_delta_sum': 94.5049304585173}, {'feature': 5, 'abs_delta_sum': 26.612066618740055}, {'feature': 3, 'abs_delta_sum': 25.04559393689216}]","[{'timestep': 17, 'abs_delta_sum': 40.28993257283271}, {'timestep': 16, 'abs_delta_sum': 29.25599862469862}, {'timestep': 15, 'abs_delta_sum': 22.01359876725125}]","[[ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [False  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",198.37284143529283,47.404702631042156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,21276,5.634313583374023,2.240555763244629,success,1.203284147843795,N/A,N/A,cf_segment_window_21276.npy,40.0,,,5.634314747906239,1.203284147843795,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.80997544527054,"[2, 4, 1, 3, 0, 5]","[17, 16, 15, 14, 20, 19, 18, 0, 7, 6, 8, 1, 4, 5, 2, 3, 12, 13, 10, 11, 9, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 56.702958275110376}, {'feature': 4, 'abs_delta_sum': 11.345646990449024}, {'feature': 1, 'abs_delta_sum': 7.932554431887847}]","[{'timestep': 17, 'abs_delta_sum': 34.052898503673745}, {'timestep': 16, 'abs_delta_sum': 19.35609861121636}, {'timestep': 15, 'abs_delta_sum': 11.00640000013803}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",86.40432027364713,36.23355157562441,14.0,20.0,12.0,22.0,20.773066891614427,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,
motif,21276,5.634313583374023,2.240555763244629,success,1.937158068451139,N/A,N/A,cf_motif_window_21276.npy,,,,5.634314747906239,1.937158068451139,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",562.7706609666348,"[2, 5, 0, 3, 4, 1]","[17, 16, 15, 19, 18, 0, 2, 1, 7, 8, 10, 9, 4, 5, 6, 3, 14, 13, 12, 11, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 69.92427086512022}, {'feature': 5, 'abs_delta_sum': 21.430339605758597}, {'feature': 0, 'abs_delta_sum': 19.925993624427257}]","[{'timestep': 17, 'abs_delta_sum': 42.7332406890434}, {'timestep': 16, 'abs_delta_sum': 31.984603660817317}, {'timestep': 15, 'abs_delta_sum': 27.468520050768532}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",132.79961068447577,43.01554487500311,15.0,19.0,,,,,5.0,25.0,5.0,"{'donor_idx': 66, 'segment_start': 7, 'segment_end': 11}",3.4928981122980414,19.401157170858937,7.373129546469829,-0.47426041938627095,3.2284491531037363,,,,,,,,,,,,,,,
genetic,21276,5.634313583374023,2.240555763244629,success,1.6034656827666247,N/A,N/A,cf_genetic_window_21276.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7338.107768446207,"[2, 1, 4, 0, 5, 3]","[17, 14, 16, 18, 15, 13, 19, 20, 9, 22, 23, 21, 0, 11, 1, 10, 8, 7, 6, 2, 4, 12, 5, 3]","[{'feature': 2, 'abs_delta_sum': 45.282368691257965}, {'feature': 1, 'abs_delta_sum': 16.23980998367116}, {'feature': 4, 'abs_delta_sum': 13.299289436529184}]","[{'timestep': 17, 'abs_delta_sum': 14.116199939197253}, {'timestep': 14, 'abs_delta_sum': 7.721300533826641}, {'timestep': 16, 'abs_delta_sum': 7.360599727812261}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",107.20722772060682,17.54784129734343,,,,,,,,,,,,,,,,50.0,"[1.6034656827666247, 307.92673419675157, 1.0, 3.719990750818478]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.6034656827666247, 'proximity': 307.92673419675157, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.4797654994540992, 'proximity': 323.24740007884645, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.587046505863739, 'proximity': 327.9690950538716, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.1893479544991974, 'proximity': 338.9129711717268, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.2466122500717198, 'proximity': 355.43238563499006, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.5696008730748262, 0.5696008730748262, 0.5696008730748262, 0.49239917390503257, 0.49239917390503257, 0.49239917390503257, 0.49239917390503257, 0.44890143202243876, 0.44890143202243876, 0.44890143202243876, 0.44303341993250916, 0.4266618742064762, 0.40615541078713435, 0.40615541078713435, 0.40615541078713435, 0.40615541078713435, 0.40615541078713435, 0.4040436716657229, 0.4040436716657229, 0.4040436716657229]","[811.3413236984986, 811.3413236984986, 811.3413236984986, 1167.6712938155376, 1167.6712938155376, 1167.6712938155376, 1167.6712938155376, 1413.5868622898886, 1413.5868622898886, 1413.5868622898886, 1390.9452760338581, 1419.8531292195378, 1391.5231039219116, 1391.5231039219116, 1391.5231039219116, 1391.5231039219116, 1391.5231039219116, 1397.1960989659574, 1397.1960989659574, 1397.1960989659574]",42.0
nearest,21277,5.404179096221924,2.240555763244629,success,0.8840894015832267,N/A,N/A,cf_nearest_window_21277.npy,88.0,1.0,1.9682006259318245,5.404178348662573,0.8840894015832267,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",232.1811355650425,"[2, 5, 3, 1, 4, 0]","[16, 15, 14, 0, 9, 17, 8, 7, 11, 18, 10, 13, 12, 19, 3, 1, 2, 6, 5, 20, 4, 23, 21, 22]","[{'feature': 2, 'abs_delta_sum': 94.5049304585173}, {'feature': 5, 'abs_delta_sum': 26.59755622254663}, {'feature': 3, 'abs_delta_sum': 25.77155318143969}]","[{'timestep': 16, 'abs_delta_sum': 39.63721470592253}, {'timestep': 15, 'abs_delta_sum': 26.88591437512051}, {'timestep': 14, 'abs_delta_sum': 22.183670512643253}]","[[ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True False False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",195.86048286150577,46.97191376671587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,21277,5.404179096221924,2.240555763244629,success,1.242508556496465,N/A,N/A,cf_segment_window_21277.npy,76.0,,,5.404178348662573,1.242508556496465,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.65989297628403,"[2, 4, 0, 1, 5, 3]","[16, 14, 15, 17, 18, 4, 0, 1, 7, 6, 8, 9, 11, 5, 2, 3, 12, 13, 10, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 59.065581536573305}, {'feature': 4, 'abs_delta_sum': 2.9610086460861793}, {'feature': 0, 'abs_delta_sum': 2.8082508752207627}]","[{'timestep': 16, 'abs_delta_sum': 30.712189440517744}, {'timestep': 14, 'abs_delta_sum': 17.414042849382973}, {'timestep': 15, 'abs_delta_sum': 15.64857071767244}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",70.46623054415474,34.91923760417332,14.0,18.0,12.0,20.0,23.15660853239517,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,
motif,21277,5.404179096221924,2.240555763244629,success,2.0272319883331735,N/A,N/A,cf_motif_window_21277.npy,,,,5.404178348662573,2.0272319883331735,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",564.6949149668217,"[2, 5, 0, 3, 4, 1]","[16, 15, 14, 18, 17, 4, 0, 1, 7, 6, 8, 9, 11, 5, 2, 3, 12, 13, 10, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 69.92427086512023}, {'feature': 5, 'abs_delta_sum': 21.430339605758597}, {'feature': 0, 'abs_delta_sum': 19.925993624427257}]","[{'timestep': 16, 'abs_delta_sum': 42.7332406890434}, {'timestep': 15, 'abs_delta_sum': 31.984603660817317}, {'timestep': 14, 'abs_delta_sum': 27.468520050768532}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",132.79961068447577,43.01554487500311,14.0,18.0,,,,,5.0,25.0,5.0,"{'donor_idx': 66, 'segment_start': 7, 'segment_end': 11}",3.4928981122980414,19.401157170858937,7.373129546469829,-0.47426041938627095,3.2284491531037363,,,,,,,,,,,,,,,
